uav_u_wind,uav_v_wind,uav_uv_wind,uav_w_wind,mean_uav_uv_wind,mean_uav_w_wind,rms_uav_uv_wind,rms_uav_w_wind,std_uav_uv_wind,std_uav_w_wind,grad_uav_uv_wind,grad_uav_w_wind,m1,m2,m3,m4,m5,m6
0.63097,-4.8675,4.9082,-0.17244,5.1617,0.94218,4.7108,-0.56693,2.1619,0.77111,-0.68114,-0.12481,151,152,153.75,147.25,147,145
0.66964,-4.382,4.4329,-1.0498,5.2057,0.92418,4.7353,-0.65766,2.2159,0.66534,-0.53513,-0.81124,151,152,153.5,147.5,147,145
0.016603,-3.8379,3.8379,-1.7949,5.2506,0.91771,4.7636,-0.68704,2.2629,0.62343,-0.4289,-0.28963,151,152,153.25,147.75,147,145
2.0628,-2.92,3.5751,-1.6291,5.3672,0.925,4.8548,-0.71317,2.3452,0.60363,-0.94684,-0.033691,151,152,153,148,147,145
1.2095,-1.5222,1.9442,-1.8623,5.5702,0.91497,5.0458,-0.68504,2.4177,0.62152,-1.42,0.68748,151,152,153,148,147,145
0.38786,0.62435,0.73502,-0.25414,5.7789,0.87678,5.315,-0.62642,2.3247,0.62861,0.33663,0.77474,151,152,153,148,147,145
-0.61072,2.5452,2.6175,-0.31282,5.9076,0.92614,5.4603,-0.67115,2.3107,0.65396,0.9459,0.33153,151,152,153,148,147,145
0.5623,2.5659,2.6268,0.40892,6.0193,0.93245,5.5646,-0.67556,2.3516,0.6586,1.5147,0.13141,151,152,153,148,147,145
-0.8503,5.5825,5.6469,-0.050002,6.0371,1.0177,5.5821,-0.75708,2.3563,0.69692,1.8273,-0.52885,150.75,151.75,153.25,148,147,144.75
-1.1524,6.1748,6.2814,-0.64878,6.2103,1.032,5.7298,-0.76929,2.4544,0.70487,1.0183,-0.24516,150.5,151.5,153.5,148,147,144.5
-1.6822,7.4969,7.6834,-0.54033,6.3313,1.0672,5.8391,-0.80168,2.508,0.72178,1.6595,-0.059337,150.25,151.25,153.75,148,147,144.25
-2.5296,9.2612,9.6005,-0.76746,6.441,1.1029,5.9537,-0.85479,2.5183,0.71416,0.45003,0.21742,150,151,154,148,147,144
-1.1661,8.5038,8.5834,-0.1055,6.5497,1.1002,6.077,-0.85184,2.5034,0.71344,-0.92653,0.1179,150,151,154,148,147,144
-0.14656,7.746,7.7474,-0.53166,6.6164,1.0414,6.1684,-0.80251,2.4521,0.68001,-0.38351,0.036395,150,151,154,148,147,144
1.1552,7.7306,7.8164,-0.032707,6.6527,1.0052,6.2261,-0.77486,2.4018,0.6561,-0.26048,0.28176,150,151,154,148,147,144
3.61,6.2602,7.2265,0.031855,6.6837,0.97154,6.3016,-0.75473,2.2825,0.62689,-0.55759,-0.71589,150,151,154,148,147,144
2.8596,6.0605,6.7012,-1.4645,6.6825,1.0197,6.2883,-0.8113,2.3171,0.63304,0.12525,-0.70469,150,151,154,148,147,144.25
5.7957,4.7238,7.477,-1.3775,6.6643,1.0793,6.2269,-0.875,2.4333,0.64751,-0.17067,-0.20565,150,151,154,148,147,144.5
6.0462,1.9725,6.3599,-1.8758,6.646,1.1448,6.1652,-0.98002,2.5432,0.6064,0.62568,0.025886,150,151,154,148,147,144.75
