uav_u_wind,uav_v_wind,uav_uv_wind,uav_w_wind,mean_uav_uv_wind,mean_uav_w_wind,rms_uav_uv_wind,rms_uav_w_wind,std_uav_uv_wind,std_uav_w_wind,grad_uav_uv_wind,grad_uav_w_wind,m1,m2,m3,m4,m5,m6
-6.106,4.1045,7.3573,-0.18072,11.641,0.92641,10.99,-0.41429,3.9334,0.84907,2.594,-0.169,145,147.25,146.75,145,142,143.25
-9.5937,4.4737,10.586,-0.77366,11.103,0.88313,10.473,-0.5242,3.7771,0.72828,2.1369,-0.45554,145,147,147,145,142,143
-10.981,3.833,11.631,-1.0918,10.526,0.89399,9.9004,-0.61329,3.6618,0.66652,1.048,-0.31546,144.75,147.25,147.25,145,141.75,142.5
-11.999,4.104,12.681,-1.4046,9.9808,0.91345,9.3389,-0.68511,3.6085,0.61908,1.1361,-0.19046,144.5,147.5,147.5,145,141.5,142
-13.259,4.1836,13.903,-1.4727,9.5457,0.92159,8.8824,-0.72646,3.5827,0.58108,1.0747,0.041374,144.25,147.75,147.75,145,141.25,141.5
-14.419,3.4729,14.831,-1.3218,9.3009,0.92601,8.619,-0.7582,3.582,0.54476,-0.29929,-0.0036543,144,148,148,145,141,141
-12.69,3.9982,13.305,-1.48,9.2022,0.93271,8.4996,-0.80417,3.6138,0.48417,-1.4669,0.15487,143.5,148.25,147.75,145.5,140.75,141.25
-10.945,4.6636,11.897,-1.0121,9.2549,0.93377,8.5659,-0.81551,3.5907,0.46606,-1.1383,0.18746,143,148.5,147.5,146,140.5,141.5
-9.7609,5.1328,11.028,-1.1051,9.395,0.93532,8.7705,-0.80698,3.4512,0.48454,-0.83066,0.02191,142.5,148.75,147.25,146.5,140.25,141.75
-8.261,6.0437,10.236,-0.96828,9.5585,0.93612,9.0077,-0.81229,3.277,0.4768,-1.2811,-0.013322,142,149,147,147,140,142
-6.8012,5.0413,8.4659,-1.1318,9.7483,0.9313,9.2411,-0.79272,3.1801,0.50086,-1.9071,0.085222,142,149,147,147,140,142
-4.3001,4.7692,6.4215,-0.79784,9.9205,0.93146,9.4237,-0.79352,3.1766,0.49985,-1.7904,0.044018,142,149,147,147,140,142
