tower_u_wind,tower_v_wind,tower_uv_wind,tower_w_wind,mean_tower_uv_wind,mean_tower_w_wind,rms_tower_uv_wind,rms_tower_w_wind,std_tower_uv_wind,std_tower_w_wind,grad_tower_uv_wind,grad_tower_w_wind
-3.9529,3.9734,5.6047,0.4,5.5148,0.50265,5.5118,0.46714,0.18503,0.19014,-0.027517,0.105
-3.9099,3.8229,5.4682,0.5,5.5367,0.50682,5.5345,0.47429,0.16145,0.18307,-0.043004,0.13
-3.9511,3.853,5.5187,0.66,5.5441,0.51192,5.5421,0.48095,0.15263,0.17969,0.0991,0.06
-4.0229,3.9906,5.6664,0.62,5.5596,0.51696,5.5582,0.48857,0.13042,0.17313,0.079098,0.065
-4.037,3.9912,5.6769,0.79,5.5707,0.52233,5.5696,0.49667,0.11537,0.16572,0.054796,0.02
-4.2084,3.9562,5.776,0.66,5.5736,0.51875,5.5725,0.49238,0.1112,0.16733,0.04115,-0.025
-4.2244,3.9144,5.7592,0.74,5.5802,0.5211,5.5793,0.49667,0.10454,0.1616,-0.016669,0.03
-4.2404,3.8727,5.7427,0.72,5.5797,0.52066,5.5787,0.49571,0.10533,0.16317,-0.060807,-0.07
-4.2625,3.6896,5.6376,0.6,5.5726,0.51945,5.5714,0.49286,0.11672,0.16814,-0.11651,-0.115
-4.1821,3.587,5.5097,0.49,5.5581,0.50516,5.5566,0.47333,0.13349,0.18084,0.017264,-0.06
-4.3123,3.6847,5.6721,0.48,5.5402,0.51246,5.5379,0.48286,0.16266,0.1759,0.039765,-0.06
-4.2884,3.5846,5.5892,0.37,5.5136,0.52113,5.5102,0.4919,0.19662,0.17631,-0.1137,-0.01
-4.2091,3.4537,5.4447,0.46,5.5068,0.52023,5.5033,0.49095,0.20069,0.17632,-0.028296,0.025
-4.3074,3.4722,5.5326,0.42,5.4944,0.52808,5.4907,0.49667,0.20789,0.18386,0.042313,-0.015
-4.4051,3.342,5.5293,0.43,5.4804,0.52922,5.4767,0.49762,0.20534,0.18458,-0.040976,-0.015
-4.3511,3.283,5.4507,0.39,5.4643,0.52128,5.4607,0.4919,0.20202,0.17677,0.0080904,-0.05
-4.3289,3.466,5.5455,0.33,5.4448,0.52704,5.4417,0.49619,0.18923,0.18206,-0.0084479,-0.08
-4.2399,3.3984,5.4338,0.23,5.428,0.52638,5.4253,0.49571,0.17471,0.1814,-0.10606,-0.07
-4.1649,3.3315,5.3334,0.19,5.4179,0.51755,5.4156,0.48857,0.16137,0.17497,-0.08008,-0.03
-4.0795,3.3419,5.2736,0.17,5.4243,0.51025,5.4217,0.48143,0.17212,0.17324,-0.10126,0.15
-4.0452,3.1564,5.1309,0.49,5.4293,0.50727,5.4266,0.4781,0.1762,0.17374,-0.12503,0.21
-3.851,3.2258,5.0235,0.59,5.4219,0.50513,5.4194,0.47571,0.16859,0.17406,0.095952,-0.005
-4.0089,3.5016,5.3228,0.48,5.4199,0.51043,5.4174,0.4819,0.16672,0.17241,0.11495,0.095
-3.6869,3.7423,5.2534,0.78,5.4315,0.51176,5.4288,0.48333,0.17649,0.17235,0.024945,0.08
-3.5026,4.074,5.3727,0.64,5.4344,0.51811,5.4316,0.49,0.17873,0.17248,0.043848,-0.055
-3.6888,3.8627,5.3411,0.67,5.4362,0.52299,5.4334,0.49524,0.17993,0.17224,0.0023023,0.055
-3.8344,3.77,5.3773,0.75,5.4468,0.53237,5.4438,0.50524,0.18711,0.17192,0.036831,0.03
-3.9431,3.7111,5.4148,0.73,5.4565,0.54678,5.4531,0.52095,0.19707,0.17017,0.081177,-0.09
-4.2546,3.5477,5.5396,0.57,5.4691,0.55899,5.4654,0.53762,0.20379,0.15687,0.17486,-0.14
-4.4849,3.6215,5.7645,0.45,5.4862,0.57116,5.4825,0.55571,0.20716,0.13519,0.03678,-0.075
-4.3688,3.5244,5.6132,0.42,5.5048,0.5799,5.5012,0.57095,0.20502,0.10397,-0.12185,-0.01
-4.1962,3.5876,5.5208,0.43,5.5264,0.58072,5.5233,0.5719,0.1874,0.10328,-0.032937,0.04
