tower_u_wind,tower_v_wind,tower_uv_wind,tower_w_wind,mean_tower_uv_wind,mean_tower_w_wind,rms_tower_uv_wind,rms_tower_w_wind,std_tower_uv_wind,std_tower_w_wind,grad_tower_uv_wind,grad_tower_w_wind
-1.1729,-1.2511,1.7149,0.14,1.7171,0.14486,1.7168,0.14333,0.036461,0.021525,0.0012975,0.02
-1.1232,-1.2462,1.6776,0.15,1.7178,0.14578,1.7174,0.14429,0.036407,0.021347,-0.018152,0
-1.1164,-1.2536,1.6786,0.14,1.7165,0.14578,1.7162,0.14429,0.035457,0.021347,0.038972,-0.015
-1.1957,-1.2855,1.7556,0.12,1.7159,0.14928,1.7155,0.14762,0.035032,0.022783,0.054735,-0.015
-1.1975,-1.3279,1.7881,0.11,1.7185,0.15292,1.7181,0.15095,0.036254,0.025081,0.021232,0.005
-1.2049,-1.3346,1.7981,0.13,1.7203,0.15775,1.7199,0.15524,0.037462,0.028744,-0.016995,0.025
-1.2092,-1.2708,1.7541,0.16,1.7237,0.16037,1.7233,0.15762,0.03783,0.030316,-0.044788,0
-1.1385,-1.2738,1.7085,0.13,1.7251,0.16138,1.7247,0.15857,0.037862,0.030706,-0.024573,0.01
-1.1655,-1.2443,1.705,0.18,1.7289,0.16337,1.7286,0.16048,0.035954,0.031381,-0.0013619,0.03
-1.1588,-1.2517,1.7058,0.19,1.7293,0.16337,1.729,0.16048,0.035685,0.031381,-0.010683,-0.01
-1.1643,-1.2161,1.6836,0.16,1.7315,0.16533,1.7312,0.16286,0.033557,0.029179,0.0074858,-0.02
-1.2343,-1.1989,1.7207,0.15,1.731,0.1632,1.7307,0.15952,0.033868,0.035281,0.023721,0
-1.235,-1.213,1.731,0.16,1.7281,0.1599,1.7277,0.15286,0.040993,0.048077,0.0046512,0.02
-1.2822,-1.1614,1.73,0.19,1.7306,0.15719,1.7301,0.14429,0.039424,0.06392,0.01448,0.02
-1.2976,-1.189,1.76,0.2,1.7266,0.15513,1.7261,0.13714,0.040952,0.074306,0.015681,0.015
-1.2503,-1.2406,1.7614,0.22,1.7219,0.15328,1.7215,0.13238,0.039052,0.079177,0.00022724,0
-1.2706,-1.2185,1.7605,0.2,1.7153,0.15191,1.7149,0.13048,0.037054,0.079717,-0.010681,-0.02
-1.2761,-1.1829,1.74,0.18,1.7118,0.14799,1.7115,0.12429,0.036619,0.082315,-0.0052272,-0.005
-1.2902,-1.1823,1.75,0.19,1.7129,0.14524,1.7125,0.1181,0.036843,0.086638,-0.014883,-0.01
-1.281,-1.1331,1.7103,0.16,1.7137,0.14066,1.7133,0.11286,0.03685,0.086032,-0.014477,-0.015
-1.3087,-1.1178,1.721,0.16,1.7125,0.13584,1.7121,0.1081,0.037515,0.084298,-0.0026499,-0.045
-1.3412,-1.0527,1.705,0.07,1.7142,0.13274,1.7138,0.10476,0.036972,0.083524,-0.053646,-0.075
-1.2613,-1.0066,1.6138,0.01,1.7162,0.13013,1.7158,0.1019,0.038414,0.082923,0.01275,-0.055
-1.3025,-1.1393,1.7305,-0.04,1.7162,0.13073,1.7157,0.10238,0.038397,0.083301,0.028857,-0.02
-1.2785,-1.0766,1.6715,-0.03,1.7147,0.12823,1.7143,0.10048,0.038395,0.081638,-0.019861,0.025
-1.2798,-1.1049,1.6907,0.01,1.7101,0.12553,1.7097,0.098571,0.038494,0.079642,-0.0054923,0.06
-1.2509,-1.092,1.6605,0.09,1.7043,0.11994,1.7038,0.094762,0.039538,0.07534,-0.0048342,0.01
-1.2792,-1.0908,1.6811,0.03,1.6961,0.11307,1.6955,0.089048,0.044975,0.071408,0.03499,-0.045
-1.3025,-1.1393,1.7305,0,1.6945,0.10784,1.694,0.084762,0.043906,0.06831,0.020176,0.02
-1.3154,-1.1104,1.7214,0.07,1.691,0.099642,1.6905,0.076667,0.042097,0.065218,-0.024993,0.045
-1.2656,-1.1055,1.6805,0.09,1.6868,0.096929,1.6863,0.074762,0.04443,0.063215,-0.00058111,0.01
-1.2884,-1.1399,1.7203,0.09,1.6849,0.092092,1.6843,0.070952,0.043717,0.060159,0.040671,0
-1.3517,-1.1301,1.7618,0.09,1.6837,0.091469,1.6832,0.07,0.043465,0.060332,0.004927,0.04
-1.289,-1.154,1.7301,0.17,1.6881,0.093529,1.6876,0.07381,0.040682,0.058862,-0.03085,0.03
-1.2669,-1.1338,1.7001,0.15,1.6887,0.094365,1.6882,0.079048,0.041419,0.052811,-0.033839,-0.005
-1.2847,-1.0551,1.6624,0.16,1.69,0.095044,1.6895,0.083333,0.041293,0.046833,-0.030638,-0.005
-1.3166,-0.97587,1.6388,0.14,1.6936,0.095643,1.693,0.085238,0.044446,0.044454,-0.038124,-0.04
-1.2595,-0.96421,1.5862,0.08,1.6975,0.095219,1.6969,0.084762,0.04501,0.044454,0.034058,-0.025
-1.4081,-0.9648,1.707,0.09,1.6988,0.095618,1.6983,0.085714,0.044948,0.043425,0.045535,-0.03
-1.386,-0.94453,1.6773,0.02,1.6965,0.096511,1.6959,0.088571,0.04448,0.039279,-0.042892,0.015
-1.3154,-0.94762,1.6212,0.12,1.6965,0.097297,1.6959,0.089524,0.04448,0.039048,0.0017421,0.03
-1.4327,-0.8788,1.6807,0.08,1.6989,0.09688,1.6983,0.089048,0.044983,0.039103,0.029801,-0.035
-1.3596,-0.98815,1.6808,0.05,1.6994,0.096461,1.6988,0.088571,0.045285,0.039152,0.01293,0.005
-1.3547,-1.0379,1.7066,0.09,1.6989,0.095668,1.6983,0.087619,0.044613,0.039358,0.031049,0.01
-1.3504,-1.1018,1.7429,0.07,1.7,0.089149,1.6994,0.082381,0.045655,0.034915,-0.004038,-0.015
-1.3608,-1.0164,1.6985,0.06,1.7034,0.084318,1.7027,0.078571,0.048238,0.031351,0.010962,-0.01
-1.3854,-1.0932,1.7648,0.05,1.7086,0.077858,1.7079,0.07381,0.049485,0.025392,0.021655,0.01
-1.3369,-1.1165,1.7418,0.08,1.7148,0.07244,1.7142,0.069524,0.048662,0.020851,-0.027266,0
-1.2405,-1.1774,1.7103,0.05,1.724,0.071514,1.7235,0.068571,0.041064,0.020805,-0.030681,-0.01
-1.2116,-1.1645,1.6805,0.06,1.7276,0.070441,1.7271,0.067619,0.0428,0.020225,0.0055803,0.02
-1.2208,-1.2136,1.7214,0.09,1.7321,0.071946,1.7316,0.07,0.042314,0.017029,0.02547,0.01
-1.2282,-1.2204,1.7314,0.08,1.7383,0.068278,1.738,0.067143,0.034111,0.012705,0.0045193,-0.005
-1.2485,-1.1983,1.7305,0.08,1.7432,0.068868,1.7429,0.067619,0.032831,0.013381,0.0099919,-0.005
-1.2429,-1.2339,1.7514,0.07,1.7475,0.071414,1.7473,0.07,0.030218,0.014491,0.010925,-0.01
